COUNTYNAME,DATETIME,DATE,LON,LAT,PK
Burlington,3/31/2013 4:26:26 PM,3/31/2013,-75.03671,40.00273,0
Camden,3/31/2013 3:44:22 PM,3/31/2013,-74.87061,39.64768,1
Atlantic,1/1/2013 3:07:51 PM,1/1/2013,-74.42123,39.36292,2
Atlantic,3/31/2013 3:11:58 PM,3/31/2013,-74.43227,39.36041,3
Atlantic,5/12/2013 8:39:46 PM,5/12/2013,-74.82874,39.61445,4
Atlantic,6/16/2013 6:12:25 PM,6/16/2013,-74.77467,39.57811,5
Camden,8/15/2013 2:15:26 PM,8/15/2013,-75.08126,39.93473,6
Camden,2/14/2013 1:06:26 PM,2/14/2013,-74.92217,39.8521,7
Camden,6/16/2013 6:21:51 PM,6/16/2013,-74.87026,39.64746,8
Camden,2/11/2013 6:25:14 PM,2/11/2013,-75.02466,39.96301,9
Camden,3/31/2013 3:44:22 PM,3/31/2013,-74.87061,39.64768,10
Camden,9/2/2013 12:05:23 PM,9/2/2013,-74.90117,39.71769,11
Burlington,12/12/2013 10:03:08 PM,12/12/2013,-74.94094,39.9109,12
Burlington,8/6/2013 9:13:39 PM,8/6/2013,-75.01077,39.97573,13
Atlantic,3/31/2013 3:16:59 PM,3/31/2013,-74.44037,39.36238,14
Camden,6/20/2013 2:19:23 PM,6/20/2013,-75.07761,39.93623,15
Camden,2/14/2013 6:13:07 PM,2/14/2013,-74.9286,39.82172,16
Atlantic,9/2/2013 5:15:09 PM,9/2/2013,-74.7886,39.58722,17
Atlantic,5/12/2013 12:55:39 PM,5/12/2013,-74.68816,39.51448,18
Atlantic,12/31/2013 7:21:35 PM,12/31/2013,-74.44183,39.36277,19
Burlington,3/31/2013 4:26:51 PM,3/31/2013,-75.03771,40.00592,20
Camden,12/27/2013 3:26:54 PM,12/27/2013,-75.03039,39.93676,21
Camden,6/16/2013 6:57:09 PM,6/16/2013,-74.92728,39.82794,22
Camden,1/25/2014 2:59:00 PM,1/25/2014,-75.02892,39.94297,23
Burlington,9/2/2013 11:27:31 AM,9/2/2013,-75.00741,39.97172,24
Camden,1/25/2014 2:52:53 PM,1/25/2014,-75.03043,39.93685,25
Camden,8/6/2013 8:44:14 PM,8/6/2013,-74.91815,39.79249,26
Camden,2/11/2013 6:45:55 PM,2/11/2013,-75.02289,39.98757,27
Burlington,9/2/2013 11:26:50 AM,9/2/2013,-75.01274,39.97774,28
Camden,3/22/2013 5:26:49 PM,3/22/2013,-75.023,39.98743,29
Camden,5/12/2013 12:43:39 PM,5/12/2013,-74.87712,39.65149,30
Camden,6/20/2013 1:58:57 PM,6/20/2013,-75.10394,39.94146,31
Atlantic,1/1/2013 5:04:43 PM,1/1/2013,-74.43718,39.35937,32
Camden,12/31/2013 6:33:02 PM,12/31/2013,-74.87992,39.66241,33
Atlantic,1/1/2013 5:01:24 PM,1/1/2013,-74.43026,39.36155,34
Atlantic,11/28/2013 3:25:21 PM,11/28/2013,-74.43285,39.35828,35
Burlington,3/31/2013 4:14:09 PM,3/31/2013,-74.98765,39.95663,36
Burlington,6/16/2013 7:06:52 PM,6/16/2013,-74.93789,39.90642,37
Atlantic,12/12/2013 4:19:15 PM,12/12/2013,-74.43971,39.35736,38
Atlantic,5/12/2013 8:33:06 PM,5/12/2013,-74.71495,39.53604,39
Burlington,2/14/2013 12:51:31 PM,2/14/2013,-74.95988,39.93077,40
Camden,11/28/2013 8:33:54 PM,11/28/2013,-74.8928,39.69455,41
Camden,6/20/2013 2:36:51 PM,6/20/2013,-75.02714,39.99189,42
Atlantic,3/31/2013 3:10:08 PM,3/31/2013,-74.4237,39.36395,43
Burlington,6/20/2013 2:47:15 PM,6/20/2013,-75.0364,40.00166,44
Atlantic,2/14/2013 5:18:25 PM,2/14/2013,-74.43305,39.36007,45
Camden,12/27/2013 3:19:21 PM,12/27/2013,-75.02948,39.94046,46
Atlantic,3/31/2013 2:15:39 PM,3/31/2013,-74.41996,39.36388,47
Burlington,1/25/2014 2:41:28 PM,1/25/2014,-75.0368,40.00227,48
Burlington,10/14/2013 8:47:57 PM,10/14/2013,-74.96661,39.93534,49
Burlington,3/31/2013 4:08:30 PM,3/31/2013,-74.93845,39.90719,50
Burlington,3/31/2013 4:13:17 PM,3/31/2013,-74.98389,39.9468,51
Burlington,12/12/2013 10:04:16 PM,12/12/2013,-74.94173,39.9122,52
Camden,5/12/2013 9:11:00 PM,5/12/2013,-74.92215,39.85182,53
Atlantic,3/31/2013 3:14:52 PM,3/31/2013,-74.43645,39.35877,54
Camden,2/14/2013 6:13:48 PM,2/14/2013,-74.92726,39.82779,55
Atlantic,2/14/2013 3:58:18 PM,2/14/2013,-74.42135,39.36286,56
Atlantic,3/31/2013 2:15:22 PM,3/31/2013,-74.4206,39.36413,57
Atlantic,12/12/2013 4:16:17 PM,12/12/2013,-74.43117,39.35879,58
Camden,1/25/2014 2:50:03 PM,1/25/2014,-75.02811,39.94746,59
Camden,12/12/2013 2:04:49 PM,12/12/2013,-74.93177,39.80306,60
Burlington,1/1/2013 6:06:08 PM,1/1/2013,-74.93745,39.90583,61
Atlantic,2/14/2013 5:15:57 PM,2/14/2013,-74.42244,39.36434,62
Camden,5/12/2013 8:49:55 PM,5/12/2013,-74.91036,39.74464,63
Atlantic,6/16/2013 12:47:55 PM,6/16/2013,-74.4201,39.36446,64
Camden,2/11/2013 6:23:55 PM,2/11/2013,-75.02726,39.95112,65
Burlington,1/25/2014 2:41:28 PM,1/25/2014,-75.0368,40.00227,66
Atlantic,3/31/2013 3:12:58 PM,3/31/2013,-74.43359,39.35984,67
Camden,10/14/2013 2:39:46 PM,10/14/2013,-74.91033,39.74401,68
Camden,8/15/2013 2:17:39 PM,8/15/2013,-75.08373,39.92958,69
Atlantic,1/1/2014 1:47:28 PM,1/1/2014,-74.42342,39.36397,70
Atlantic,6/16/2013 6:12:43 PM,6/16/2013,-74.77677,39.57948,71
Camden,9/2/2013 6:13:25 PM,9/2/2013,-74.92728,39.82772,72
Burlington,2/14/2013 12:48:33 PM,2/14/2013,-74.96513,39.93427,73
Camden,1/25/2014 2:53:19 PM,1/25/2014,-75.02901,39.93617,74
Camden,6/20/2013 2:17:39 PM,6/20/2013,-75.08252,39.93313,75
Atlantic,6/16/2013 5:45:48 PM,6/16/2013,-74.435,39.35856,76
Camden,2/14/2013 1:29:57 PM,2/14/2013,-74.91077,39.78796,77
Camden,8/23/2013 2:08:30 PM,8/23/2013,-75.02679,39.95359,78
Atlantic,6/16/2013 2:09:05 PM,6/16/2013,-74.42088,39.36404,79
Camden,10/14/2013 8:23:56 PM,10/14/2013,-74.91567,39.79106,80
Burlington,11/28/2013 9:09:24 PM,11/28/2013,-74.93833,39.90695,81
Atlantic,3/31/2013 3:09:30 PM,3/31/2013,-74.42247,39.36445,82
Camden,9/2/2013 11:41:22 AM,9/2/2013,-74.92785,39.82572,83
Burlington,12/12/2013 12:55:07 PM,12/12/2013,-75.02933,39.99365,84
Burlington,12/12/2013 10:15:33 PM,12/12/2013,-74.96583,39.93479,85
Burlington,10/14/2013 2:03:43 PM,10/14/2013,-75.00094,39.96572,86
Atlantic,12/12/2013 2:58:01 PM,12/12/2013,-74.42079,39.36548,87
Camden,2/11/2013 6:21:26 PM,2/11/2013,-75.02713,39.9449,88
Camden,5/12/2013 8:52:42 PM,5/12/2013,-74.90992,39.78066,89
Atlantic,9/2/2013 12:41:38 PM,9/2/2013,-74.4357,39.36096,90
Burlington,6/16/2013 11:27:52 AM,6/16/2013,-74.93966,39.90846,91
Camden,5/12/2013 12:13:48 PM,5/12/2013,-74.92986,39.81603,92
Camden,6/16/2013 12:13:38 PM,6/16/2013,-74.87243,39.64982,93
Camden,9/2/2013 11:41:16 AM,9/2/2013,-74.92765,39.82662,94
Camden,1/25/2014 2:50:03 PM,1/25/2014,-75.02811,39.94746,95
Burlington,3/31/2013 4:08:30 PM,3/31/2013,-74.93845,39.90719,96
Burlington,3/31/2013 4:13:17 PM,3/31/2013,-74.98389,39.9468,97
Atlantic,10/14/2013 3:00:12 PM,10/14/2013,-74.68834,39.51461,98
Camden,6/20/2013 2:28:48 PM,6/20/2013,-75.05476,39.95914,99
Atlantic,2/14/2013 1:50:28 PM,2/14/2013,-74.74808,39.55911,100
Atlantic,6/16/2013 6:15:54 PM,6/16/2013,-74.79457,39.59125,101
Camden,2/11/2013 3:27:00 PM,2/11/2013,-75.02415,39.9655,102
Camden,6/20/2013 2:30:04 PM,6/20/2013,-75.04505,39.96856,103
Camden,3/31/2013 4:01:57 PM,3/31/2013,-74.92365,39.84475,104
Camden,2/11/2013 6:21:26 PM,2/11/2013,-75.02713,39.9449,105
Camden,5/10/2013 5:46:29 PM,5/10/2013,-75.02283,39.98761,106
Camden,3/31/2013 3:51:35 PM,3/31/2013,-74.91002,39.74351,107
Atlantic,5/12/2013 8:29:48 PM,5/12/2013,-74.67415,39.50501,108
Camden,3/31/2013 3:54:16 PM,3/31/2013,-74.90965,39.78239,109
Camden,2/11/2013 3:32:54 PM,2/11/2013,-75.02806,39.93662,110
Burlington,10/14/2013 1:59:41 PM,10/14/2013,-75.03937,40.00729,111
Burlington,8/6/2013 9:09:51 PM,8/6/2013,-74.98466,39.94733,112
Atlantic,12/12/2013 2:57:41 PM,12/12/2013,-74.42194,39.36658,113
Camden,1/25/2014 5:59:38 PM,1/25/2014,-75.01726,39.97972,114
Burlington,8/15/2013 4:33:16 PM,8/15/2013,-75.03605,40.00062,115
Camden,5/10/2013 2:33:07 PM,5/10/2013,-75.02861,39.93644,116
Burlington,2/14/2013 12:44:38 PM,2/14/2013,-74.98716,39.95084,117
Atlantic,3/31/2013 3:16:19 PM,3/31/2013,-74.43872,39.36051,118
Burlington,11/28/2013 9:06:20 PM,11/28/2013,-74.92222,39.88536,119
Camden,6/20/2013 1:57:25 PM,6/20/2013,-75.08263,39.93501,120
Camden,8/15/2013 3:53:16 PM,8/15/2013,-74.93065,39.81056,121
Burlington,5/12/2013 11:54:40 AM,5/12/2013,-75.03989,40.00795,122
Camden,12/12/2013 9:32:39 PM,12/12/2013,-74.90999,39.76259,123
Camden,5/10/2013 5:31:32 PM,5/10/2013,-75.01622,39.98151,124
Atlantic,3/31/2013 3:10:08 PM,3/31/2013,-74.4237,39.36395,125
Atlantic,6/16/2013 5:47:54 PM,6/16/2013,-74.43836,39.35997,126
Camden,12/27/2013 3:23:54 PM,12/27/2013,-75.0271,39.94639,127
Burlington,11/28/2013 9:09:37 PM,11/28/2013,-74.93934,39.90818,128
Camden,11/28/2013 9:01:24 PM,11/28/2013,-74.92702,39.82912,129
Atlantic,6/16/2013 2:13:26 PM,6/16/2013,-74.43259,39.35861,130
Atlantic,9/2/2013 5:15:46 PM,9/2/2013,-74.79058,39.58853,131
Camden,2/11/2013 6:22:07 PM,2/11/2013,-75.02806,39.94419,132
Camden,6/16/2013 12:08:08 PM,6/16/2013,-74.90167,39.71898,133
Burlington,3/31/2013 4:26:26 PM,3/31/2013,-75.03671,40.00273,134
Camden,11/28/2013 12:55:36 PM,11/28/2013,-74.92792,39.82551,135
Burlington,6/20/2013 1:46:25 PM,6/20/2013,-75.04039,40.00858,136
Camden,8/6/2013 11:32:23 AM,8/6/2013,-75.02329,39.98835,137
Atlantic,6/16/2013 2:12:56 PM,6/16/2013,-74.43095,39.35913,138
Camden,8/23/2013 5:11:12 PM,8/23/2013,-75.02174,39.988,139
Atlantic,2/14/2013 3:59:16 PM,2/14/2013,-74.41987,39.36373,140
Atlantic,2/14/2013 5:15:08 PM,2/14/2013,-74.42069,39.36392,141
Atlantic,3/31/2013 3:14:52 PM,3/31/2013,-74.43645,39.35877,142
Burlington,11/28/2013 9:17:20 PM,11/28/2013,-75.0109,39.97579,143
Camden,5/10/2013 2:23:48 PM,5/10/2013,-75.02811,39.94725,144
Atlantic,6/16/2013 12:41:37 PM,6/16/2013,-74.44235,39.36293,145
Camden,2/14/2013 1:25:42 PM,2/14/2013,-74.93045,39.8125,146
Burlington,10/14/2013 2:08:49 PM,10/14/2013,-74.96225,39.93232,147
Camden,1/25/2014 2:58:33 PM,1/25/2014,-75.02961,39.94008,148
Camden,2/11/2013 6:23:48 PM,2/11/2013,-75.02747,39.95014,149
Camden,6/20/2013 2:30:32 PM,6/20/2013,-75.04153,39.9717,150
Atlantic,2/14/2013 5:19:18 PM,2/14/2013,-74.43619,39.3587,151
Atlantic,3/31/2013 3:15:47 PM,3/31/2013,-74.43743,39.35911,152
Burlington,1/1/2013 6:06:14 PM,1/1/2013,-74.93819,39.90674,153
Atlantic,1/1/2013 4:55:08 PM,1/1/2013,-74.42851,39.36205,154
Camden,3/22/2013 5:00:40 PM,3/22/2013,-75.0288,39.93751,155
Camden,5/10/2013 2:29:58 PM,5/10/2013,-75.02325,39.93971,156
Atlantic,3/31/2013 3:12:58 PM,3/31/2013,-74.43359,39.35984,157
Burlington,9/2/2013 6:27:07 PM,9/2/2013,-74.9455,39.91855,158
Camden,1/1/2013 5:55:01 PM,1/1/2013,-74.92179,39.79504,159
Camden,5/10/2013 5:34:06 PM,5/10/2013,-75.02214,39.98787,160
Atlantic,3/31/2013 3:19:26 PM,3/31/2013,-74.48526,39.37881,161
Atlantic,6/16/2013 6:17:13 PM,6/16/2013,-74.81161,39.60289,162
Atlantic,9/2/2013 12:42:13 PM,9/2/2013,-74.43354,39.3583,163
Camden,6/20/2013 2:11:08 PM,6/20/2013,-75.12858,39.94625,164
Camden,8/15/2013 2:25:09 PM,8/15/2013,-75.04451,39.92792,165
Camden,9/2/2013 11:59:39 AM,9/2/2013,-74.9103,39.78745,166
Camden,3/31/2013 3:45:30 PM,3/31/2013,-74.87933,39.6614,167
Camden,2/11/2013 6:22:07 PM,2/11/2013,-75.02806,39.94419,168
Burlington,2/14/2013 12:54:33 PM,2/14/2013,-74.95517,39.92761,169
Burlington,2/14/2013 6:21:59 PM,2/14/2013,-74.92825,39.89464,170
Camden,6/20/2013 2:11:50 PM,6/20/2013,-75.12548,39.94444,171
Camden,3/31/2013 3:45:30 PM,3/31/2013,-74.87933,39.6614,172
Burlington,3/31/2013 4:14:09 PM,3/31/2013,-74.98765,39.95663,173
Camden,9/2/2013 6:02:39 PM,9/2/2013,-74.90851,39.78588,174
Camden,9/2/2013 11:42:54 AM,9/2/2013,-74.93035,39.8134,175
Camden,3/31/2013 3:58:16 PM,3/31/2013,-74.93092,39.80867,176
Atlantic,12/12/2013 4:14:54 PM,12/12/2013,-74.42391,39.36174,177
Atlantic,10/14/2013 3:21:24 PM,10/14/2013,-74.42089,39.36566,178
Camden,3/22/2013 2:36:14 PM,3/22/2013,-75.02883,39.93628,179
Atlantic,8/6/2013 7:50:28 PM,8/6/2013,-74.43347,39.35999,180
Atlantic,5/12/2013 8:09:47 PM,5/12/2013,-74.42615,39.36295,181
Burlington,11/28/2013 9:11:17 PM,11/28/2013,-74.94806,39.92268,182
Burlington,8/6/2013 11:54:42 AM,8/6/2013,-74.94023,39.90927,183
Camden,12/12/2013 9:53:13 PM,12/12/2013,-74.92494,39.83862,184
Camden,6/20/2013 2:12:33 PM,6/20/2013,-75.12343,39.9442,185
Burlington,12/12/2013 10:24:14 PM,12/12/2013,-75.01146,39.97653,186
Burlington,2/14/2013 1:02:00 PM,2/14/2013,-74.92656,39.89213,187
Burlington,12/31/2013 5:38:14 PM,12/31/2013,-75.0005,39.96538,188
Camden,8/15/2013 2:14:16 PM,8/15/2013,-75.07451,39.93928,189
Burlington,2/14/2013 12:47:05 PM,2/14/2013,-74.97354,39.93987,190
Atlantic,12/12/2013 4:14:21 PM,12/12/2013,-74.42094,39.36343,191
Camden,12/27/2013 6:49:57 PM,12/27/2013,-75.02819,39.94886,192
Camden,6/16/2013 11:37:12 AM,6/16/2013,-74.93018,39.81479,193
Atlantic,3/31/2013 3:19:26 PM,3/31/2013,-74.48526,39.37881,194
Camden,8/6/2013 11:32:13 AM,8/6/2013,-75.02409,39.98948,195
Camden,6/20/2013 2:05:45 PM,6/20/2013,-75.12998,39.94603,196
Camden,8/6/2013 8:33:07 PM,8/6/2013,-74.87967,39.66201,197
Camden,6/20/2013 2:05:21 PM,6/20/2013,-75.12997,39.94508,198
Atlantic,1/1/2013 5:01:51 PM,1/1/2013,-74.43232,39.36038,199
Burlington,11/28/2013 12:43:40 PM,11/28/2013,-74.98723,39.95101,200
Camden,5/10/2013 5:01:24 PM,5/10/2013,-75.02442,39.94471,201
Camden,9/2/2013 5:58:17 PM,9/2/2013,-74.91036,39.78785,202
Burlington,11/28/2013 12:41:15 PM,11/28/2013,-75.00796,39.97229,203
Burlington,12/12/2013 1:26:25 PM,12/12/2013,-74.95925,39.93035,204
Atlantic,1/1/2014 4:15:25 PM,1/1/2014,-74.433,39.35814,205
Camden,12/27/2013 3:23:17 PM,12/27/2013,-75.02439,39.94504,206
Camden,11/28/2013 1:31:15 PM,11/28/2013,-74.87712,39.65145,207
Camden,11/28/2013 12:55:30 PM,11/28/2013,-74.92776,39.82622,208
Atlantic,12/12/2013 2:54:40 PM,12/12/2013,-74.43728,39.36015,209
Burlington,6/16/2013 11:19:04 AM,6/16/2013,-75.03714,40.00346,210
Camden,2/11/2013 6:26:41 PM,2/11/2013,-75.02069,39.97693,211
Camden,6/20/2013 1:54:42 PM,6/20/2013,-75.06419,39.95193,212
Camden,2/11/2013 6:27:42 PM,2/11/2013,-75.01612,39.98166,213
Burlington,1/1/2014 8:50:52 PM,1/1/2014,-74.92169,39.85773,214
Camden,12/27/2013 7:10:40 PM,12/27/2013,-75.02792,39.99189,215
Atlantic,6/16/2013 12:45:40 PM,6/16/2013,-74.42718,39.36442,216
Atlantic,3/31/2013 3:10:08 PM,3/31/2013,-74.4237,39.36395,217
Camden,9/2/2013 12:05:23 PM,9/2/2013,-74.90117,39.71769,218
Burlington,5/12/2013 12:06:33 PM,5/12/2013,-74.92659,39.89211,219
Camden,1/25/2014 2:48:19 PM,1/25/2014,-75.02688,39.95348,220
Camden,8/15/2013 4:16:49 PM,8/15/2013,-75.02113,39.98731,221
Camden,1/25/2014 2:44:14 PM,1/25/2014,-75.02358,39.98901,222
Atlantic,3/31/2013 12:39:28 PM,3/31/2013,-74.43472,39.36005,223
Burlington,9/2/2013 6:54:08 PM,9/2/2013,-75.03609,40.00072,224
Atlantic,5/12/2013 1:14:17 PM,5/12/2013,-74.43293,39.35749,225
Camden,2/14/2013 6:15:34 PM,2/14/2013,-74.92359,39.84521,226
Burlington,12/12/2013 10:30:51 PM,12/12/2013,-75.03277,39.99656,227
Camden,1/25/2014 2:59:56 PM,1/25/2014,-75.02682,39.9456,228
Camden,12/12/2013 9:26:47 PM,12/12/2013,-74.89614,39.70388,229
Atlantic,5/12/2013 8:11:40 PM,5/12/2013,-74.43315,39.36012,230
Atlantic,5/12/2013 8:08:47 PM,5/12/2013,-74.42494,39.36342,231
Atlantic,1/1/2014 1:41:21 PM,1/1/2014,-74.42441,39.36562,232
Atlantic,3/31/2013 3:14:52 PM,3/31/2013,-74.43645,39.35877,233
Camden,1/1/2014 5:22:50 AM,1/1/2014,-74.87876,39.66001,234
Camden,1/25/2014 3:01:37 PM,1/25/2014,-75.0254,39.94503,235
Camden,3/31/2013 3:44:22 PM,3/31/2013,-74.87061,39.64768,236
Camden,9/2/2013 11:42:54 AM,9/2/2013,-74.93035,39.8134,237
Camden,5/12/2013 9:09:23 PM,5/12/2013,-74.9258,39.8352,238
Atlantic,2/14/2013 2:10:32 PM,2/14/2013,-74.43904,39.36036,239
Camden,9/2/2013 11:42:54 AM,9/2/2013,-74.93035,39.8134,240
Burlington,3/31/2013 4:26:51 PM,3/31/2013,-75.03771,40.00592,241
Camden,8/6/2013 8:43:54 PM,8/6/2013,-74.91472,39.79049,242
Atlantic,10/14/2013 3:17:46 PM,10/14/2013,-74.43699,39.36043,243
Camden,2/11/2013 6:23:55 PM,2/11/2013,-75.02726,39.95112,244
Burlington,8/15/2013 3:11:46 PM,8/15/2013,-74.97313,39.93785,245
Burlington,1/1/2013 6:13:27 PM,1/1/2013,-74.9957,39.96311,246
Burlington,2/11/2013 6:49:17 PM,2/11/2013,-75.03809,40.00661,247
Burlington,3/31/2013 4:26:26 PM,3/31/2013,-75.03671,40.00273,248
Camden,3/22/2013 2:50:47 PM,3/22/2013,-75.02888,39.93623,249
Camden,5/12/2013 9:04:25 PM,5/12/2013,-74.92181,39.79501,250
Camden,9/2/2013 6:02:15 PM,9/2/2013,-74.90544,39.78499,251
Camden,9/2/2013 12:05:23 PM,9/2/2013,-74.90117,39.71769,252
Atlantic,3/31/2013 3:11:07 PM,3/31/2013,-74.42623,39.36285,253
Camden,3/22/2013 2:51:24 PM,3/22/2013,-75.0282,39.93664,254
Atlantic,9/2/2013 3:11:13 PM,9/2/2013,-74.43026,39.35927,255
Burlington,12/12/2013 1:24:03 PM,12/12/2013,-74.96252,39.93249,256
Camden,8/23/2013 5:30:33 PM,8/23/2013,-75.02655,39.99156,257
Atlantic,12/31/2013 11:18:39 PM,12/31/2013,-74.42113,39.36367,258
Atlantic,3/31/2013 3:11:58 PM,3/31/2013,-74.43227,39.36041,259
Camden,1/25/2014 2:49:33 PM,1/25/2014,-75.02765,39.94981,260
Camden,5/10/2013 5:32:19 PM,5/10/2013,-75.02176,39.98814,261
Camden,2/14/2013 5:47:11 PM,2/14/2013,-74.87066,39.64787,262
Camden,9/2/2013 6:43:36 PM,9/2/2013,-75.02177,39.98809,263
Atlantic,5/12/2013 8:07:49 PM,5/12/2013,-74.42251,39.36438,264
Burlington,12/12/2013 10:20:11 PM,12/12/2013,-74.98854,39.95897,265
Camden,12/27/2013 3:05:53 PM,12/27/2013,-75.02635,39.95553,266
Camden,8/15/2013 3:50:48 PM,8/15/2013,-74.92318,39.79541,267
Burlington,10/14/2013 8:40:07 PM,10/14/2013,-74.9429,39.91409,268
Camden,2/14/2013 1:41:47 PM,2/14/2013,-74.87319,39.64839,269
Burlington,8/23/2013 5:32:43 PM,8/23/2013,-75.03595,40.00034,270
Atlantic,3/31/2013 3:16:59 PM,3/31/2013,-74.44037,39.36238,271
Atlantic,1/1/2013 4:53:50 PM,1/1/2013,-74.42265,39.36438,272
Atlantic,1/1/2014 1:42:39 PM,1/1/2014,-74.42202,39.36505,273
Burlington,1/1/2014 8:58:21 PM,1/1/2014,-74.94738,39.92167,274
Camden,2/11/2013 3:26:04 PM,2/11/2013,-75.02218,39.97474,275
Atlantic,5/12/2013 1:13:21 PM,5/12/2013,-74.434,39.35887,276
Camden,2/11/2013 6:23:55 PM,2/11/2013,-75.02726,39.95112,277
Camden,9/2/2013 12:05:23 PM,9/2/2013,-74.90117,39.71769,278
Atlantic,1/1/2013 5:04:32 PM,1/1/2013,-74.43659,39.35922,279
Burlington,2/14/2013 6:22:50 PM,2/14/2013,-74.93415,39.90186,280
Atlantic,3/31/2013 3:19:26 PM,3/31/2013,-74.48526,39.37881,281
Camden,11/28/2013 8:29:36 PM,11/28/2013,-74.87007,39.64726,282
Camden,5/10/2013 2:30:27 PM,5/10/2013,-75.02504,39.93895,283
Camden,8/23/2013 4:46:41 PM,8/23/2013,-75.02859,39.94463,284
Atlantic,3/31/2013 3:12:58 PM,3/31/2013,-74.43359,39.35984,285
Atlantic,1/1/2014 4:48:43 AM,1/1/2014,-74.42892,39.36185,286
